-67.2065458495,45.1830360602,0
-67.0344358726,44.9849911336,0
-67.1786089662,44.8991542423,0
-66.9708358351,44.8279090709,0
-67.1899909202,44.6602641338,0
-68.2625638963,44.4657910714,0
-68.615826918,44.3063821924,0
-68.8131908987,44.3302731311,0
-68.7968639571,44.5746091297,0
-68.9808358359,44.4417271303,0
-69.0655638014,44.0661090698,0
-69.2483358945,43.938045156,0
-69.3700000577,44.0469450216,0
-69.5004177776,43.8504090053,0
-69.6430549712,44.0288820202,0
-69.7192997802,43.7920821908,0
-69.7716000063,44.0743000333,0
-69.8313909717,43.7161731608,0
-69.9222268301,43.8647180875,0
-70.1724998985,43.7805450039,0
-70.1918728237,43.575545277,0
-70.7233998156,43.1199180949,0
-70.8059729615,42.7159001348,0
-70.5818088511,42.6528360362,0
-71.0395088779,42.3048541165,0
-70.7176459744,42.2138819683,0
-70.6822180165,41.9972181525,0
-70.3329179587,41.7138821641,0
-70.0193090505,41.7925640953,0
-70.2440179846,42.0739452562,0
-70.0741727979,42.058882138,0
-69.9354090493,41.6725000375,0
-70.6486089316,41.5394359831,0
-70.7261088468,41.7277641045,0
-71.1883270546,41.4683271014,0
-71.1148549792,41.7895090592,0
-71.2713908772,41.6530451372,0
-71.3894459604,41.8066911225,0
-71.5116728845,41.369991116,0
-72.906390899,41.2861092198,0
-73.9341548912,40.7980450781,0
-73.9380459383,40.9129001183,0
-74.2629819828,40.4663731685,0
-73.995654759,40.4588452136,0
-73.952226945,40.3000001014,0
-74.0882638929,39.7748540847,0
-74.0715998311,40.0478451281,0
-74.4204090447,39.3539911813,0
-74.9452729265,38.9229819842,0
-74.8949357421,39.1690180004,0
-75.4156998675,39.3780450642,0
-75.5572180771,39.6204091363,0
-75.0285177981,40.0123090437,0
-75.5886089751,39.6488821262,0
-75.0397178648,38.4575001985,0
-75.8680549222,37.2169361126,0
-76.0027909987,37.2238731433,0
-75.9563909619,37.4977731204,0
-75.644045877,37.961173009,0
-75.8785358216,37.947564151,0
-75.8463548454,38.3987732319,0
-76.0375088417,38.2266542025,0
-76.2469457806,38.5102731639,0
-76.2652909168,38.6197091361,0
-75.9627818278,38.613327155,0
-76.3421549808,38.6882541612,0
-76.2551729538,38.8410361399,0
-76.1044359918,38.7990910847,0
-76.2246549472,38.9640911961,0
-76.3598639306,38.8554090923,0
-76.0724640603,39.141654104,0
-76.2208358168,39.0608181914,0
-76.1683359338,39.3165182067,0
-75.8513908605,39.5358271835,0
-75.9408269411,39.6041641697,0
-76.4799999052,39.30207317,0
-76.4163998677,39.2097180078,0
-76.6105178726,39.2503730882,0
-76.3938907696,39.0110362242,0
-76.5375088136,38.7316541472,0
-76.3785730091,38.3652001892,0
-76.6791639834,38.6625270828,0
-76.6634638406,38.4747090839,0
-76.3711089243,38.2883270728,0
-76.3123457479,38.0473002495,0
-77.0444458161,38.438318213,0
-77.2437460165,38.3982540568,0
-77.0061178873,38.7550000946,0
-77.0616909114,38.9045731455,0
-77.0422179062,38.7266181321,0
-77.3263999639,38.4024911089,0
-76.2436178297,37.9061000493,0
-76.3536088515,37.6186002667,0
-77.1298907697,38.1691181367,0
-76.2906998182,37.5686090873,0
-76.2394359306,37.3734641315,0
-76.3764907767,37.2805180452,0
-76.6827728957,37.4297181014,0
-76.2914550277,37.0053451923,0
-76.6538819841,37.2269360584,0
-77.2322269346,37.2963910229,0
-76.2936090092,36.8433270268,0
-76.2551459641,36.9579091522,0
-75.987290848,36.9092272261,0
-75.5326458573,35.80151815,0
-75.9453087447,36.7124181273,0
-75.8995819424,36.4927730362,0
-76.0347268881,36.4966541927,0
-75.7931549058,36.0738450114,0
-75.9760359637,36.3113822807,0
-75.9265359638,36.1708911896,0
-76.1996549151,36.3173912671,0
-76.0709727521,36.1493002451,0
-76.5186178478,36.0069361339,0
-76.7460998507,36.2281821685,0
-76.7295179316,35.9398452014,0
-76.0775089602,35.9931911537,0
-76.1356268977,35.6923911347,0
-76.0287458972,35.6540910339,0
-75.8508267584,35.9752731593,0
-75.720835845,35.6926270015,0
-76.1491728914,35.3369360777,0
-76.4961089173,35.3847181227,0
-76.5881998819,35.5510362046,0
-76.6524999759,35.4149912102,0
-77.0495819111,35.5269360536,0
-76.4688908659,35.2716641859,0
-76.7613998416,34.9877729802,0
-77.06816392,35.1497820933,0
-76.7530638712,34.9052640397,0
-76.3126359294,35.0126362197,0
-76.5006269307,34.7361732242,0
-77.3095820105,34.5597182363,0
-77.4288818063,34.741936118,0
-77.3817268953,34.5164540371,0
-77.705272885,34.341936107,0
-77.9344359625,33.9269361773,0
-77.9556269225,34.1490180553,0
-78.0259728833,33.8893641286,0
-78.6005550298,33.8708270467,0
-79.1964458182,33.2789361025,0
-79.2713909293,33.3733181765,0
-79.2058357291,33.1655450455,0
-79.3883359133,33.0081912414,0
-79.8158268904,32.7672091775,0
-79.9426358657,32.8534641582,0
-79.9172179119,32.662491211,0
-80.327717933,32.4804089485,0
-80.6692999344,32.5229090534,0
-80.4649997611,32.3174910695,0
-80.6313818807,32.2563821337,0
-80.8323638261,32.5199911453,0
-80.6722909327,32.217073187,0
-81.165899871,31.5648541651,0
-81.3290269623,31.5547911873,0
-81.2047268583,31.4747180279,0
-81.5337549479,30.8494449807,0
-81.3861268338,30.2611091369,0
-81.0138999238,29.243045186,0
-80.60879986,28.612627159,0
-80.8436088198,28.7809731585,0
-80.7572359896,28.4206909635,0
-80.0353358594,26.7956912227,0
-80.3975088442,25.186654146,0
-81.1466729585,25.1604092336,0
-81.1356090139,25.3205361065,0
-80.9178458277,25.2468730913,0
-81.3409089806,25.8097182264,0
-81.7365909704,25.9594450014,0
-81.9693089806,26.4818271694,0
-81.7859359051,26.7069002134,0
-82.0233729268,26.5292181148,0
-82.0172268125,26.964718168,0
-82.1919360176,26.938045108,0
-82.1588908672,26.7828821659,0
-82.3963910885,26.962354136,0
-82.655273042,27.4616641096,0
-82.4241638542,27.9194362207,0
-82.6912458236,28.0298540491,0
-82.5950728721,27.8218730468,0
-82.724726833,27.6580541132,0
-82.8541640378,27.8586090845,0
-82.628599982,28.6963821533,0
-82.8027817978,29.1549911136,0
-83.0716729171,29.2244360198,0
-84.0109820143,30.0976362083,0
-85.3416728496,29.6763820377,0
-85.3072089782,29.8159730801,0
-85.629390897,30.1046270508,0
-85.393890933,30.0415270777,0
-85.7469459159,30.2972182082,0
-85.8455549837,30.2470820219,0
-85.7255549636,30.1258270633,0
-86.3373638244,30.384436102,0
-86.1042359391,30.3790909623,0
-86.2600000314,30.4958270693,0
-87.1260999096,30.3638821666,0
-86.9363909534,30.4500000193,0
-87.1608360252,30.5177730711,0
-87.5225639309,30.2792911613,0
-87.4203908778,30.4809451678,0
-87.5686179628,30.2794450531,0
-88.021354897,30.2254821926,0
-87.7577090051,30.2824271666,0
-88.0202820134,30.7011090987,0
-88.1314548836,30.3189541596,0
-88.9808360501,30.4183271541,0
-89.5931268703,30.1532541593,0
-90.2137548344,30.3869451409,0
-90.4149998039,30.2034731588,0
-90.170135913,30.0234731288,0
-89.6735359764,30.1671451522,0
-89.8437459436,30.0070821494,0
-89.6580547689,29.8738821406,0
-89.3994458978,30.0508269669,0
-89.4041729559,29.7625000581,0
-89.7527178043,29.6329820517,0
-89.0087549961,29.1741640466,0
-89.4049999145,28.9266642148,0
-89.2720178351,29.1496451358,0
-89.3895820741,29.0920820803,0
-90.1824998908,29.5698542506,0
-90.0265269215,29.4251361657,0
-90.1159638403,29.1390271084,0
-90.2477727885,29.0825002238,0
-90.4444459328,29.3261090085,0
-90.7650178556,29.1094361403,0
-91.2779180794,29.2558361379,0
-91.126526826,29.3473541157,0
-91.8388179424,29.8282641353,0
